Participant,Gender,Age,SpanL1,LangSpoken,Lang_0.5,Lang_6.12,Lang_13.18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country,Word,word_lemma,AssociateNumber,Orig_Response,Response,Response_lemma,Response_Class,Relation_Type,Confidence,Comments,List,word_ID,translation,Block
sp208,Male,27,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",Yes,"Elementary, Middle school, high school, college",16,No,No,,gasolina,gasolina,3,Olor,olor,olor,noun,,,,Unique,r3_sp_4,gas,Span
sp209,Female,31,Yes,"Spanish, English, Protuguese",Spanish/Portuguese,English,,Yes,High school,4 years,No,Yes,Lived in Mexico in Portugal for 6 years each,gasolina,gasolina,3,petrolio,petroleo,petroleo,noun,,,,Unique,r3_sp_4,gas,Span
sp210,Male,20,Yes,English Spanish,Spanish,Spanish/English,Spanish/English,Yes,Since elementary,15 years,No,No,,gasolina,gasolina,3,fuego,fuego,fuego,noun,,,,Unique,r3_sp_4,gas,Span
sp212,Male,28,Yes,"English, Spanish",Spanish and English,Spanish and English,Spanish and English,Yes,Since Kindergarten all the way to College.,20 years,Yes,No,,gasolina,gasolina,3,gasolinera,gasolinera,gasolinera,noun,,,,Unique,r3_sp_4,gas,Span
sp213,Male,21,Yes,English and Spanish,Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"USA, I live here",gasolina,gasolina,3,carburante,carburante,carburante,noun,,,,Unique,r3_sp_4,gas,Span
sp214,Male,32,Yes,Spanish & English,Spanish,Spanish,Spanish,Yes,Highschool and College,5,No,No,,gasolina,gasolina,3,moto,moto,moto,noun,,,,Unique,r3_sp_4,gas,Span
sp215,Female,26,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,No,,,Yes,Yes,Canada for 8 days,gasolina,gasolina,3,Oxxo,oxxo,oxxo,noun,,,,Unique,r3_sp_4,gas,Span
sp216,Female,28,Yes,"Spanish, english, guarani ",Spanish & Guarani,"Spanish, guarani & english","Spanish, guarani & english",Yes,Elementary school,1 year,Yes,No,,gasolina,gasolina,3,Peligroso,peligroso,peligroso,adjective,,,,Unique,r3_sp_4,gas,Span
sp217,Female,27,Yes,"English, Spanish",English/Spanish,English/Spanish,English/Spanish,No,,,Yes,No,,gasolina,gasolina,3,Viaje,viaje,viaje,noun,,,,Unique,r3_sp_4,gas,Span
sp218,Male,20,Yes,English and Spanish,Spanish,spanish/english ,spanish/english,No,,,No,No,,gasolina,gasolina,3,toxico,toxico,tooxico,adjective,,,,Unique,r3_sp_4,gas,Span
sp219,Male,21,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,High School,For the duration of elementary to high school.,Yes,No,,gasolina,gasolina,3,cuesta,costar,costar,verb,,,,Unique,r3_sp_4,gas,Span
sp220,Male,26,Yes,spanish and english,spanish,spanish/english,spanish,No,,,Yes,No,,gasolina,gasolina,3,fuego,fuego,fuego,noun,,,,Unique,r3_sp_4,gas,Span
sp221,Female,20,Yes,"Spanish, English, Japanese, Korean, Chinese",Spanish,Spanish,"Spanish, English",Yes,high school and college,7 years,No,Yes,United states for 3 years,gasolina,gasolina,3,petroleo,petroleo,petroleo,noun,,,,Unique,r3_sp_4,gas,Span
sp222,Female,22,Yes,"English, Spanish",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, middle school, high school, college",17 years,Yes,Yes,"U.S.A, 17 years",gasolina,gasolina,3,liquido,liquido,liiquido,unclear,,,,Unique,r3_sp_4,gas,Span
sp223,Male,28,Yes,"english, spanish",2,2,2,No,,,Yes,No,,gasolina,gasolina,3,tanke,tanque,tanque,noun,,,,Unique,r3_sp_4,gas,Span
sp224,Female,19,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,gasolina,gasolina,3,cartera,cartera,cartera,noun,,,,Unique,r3_sp_4,gas,Span
sp225,Male,22,Yes,English and Spanish ,Spanish ,Spanish and English ,Spanish and English ,Yes,All through school,13,Yes,Yes,I live in America and have travelled from La to Missouri ,gasolina,gasolina,3,Barata ,barato,barato,adjective,,,,Unique,r3_sp_4,gas,Span
sp226,Female,22,Yes,"English, Spanish",Spanish,"English,Spanish","English, Spanish",Yes,High School,4,No,No,,gasolina,gasolina,3,carreras,carrera,carrera,noun,,,,Unique,r3_sp_4,gas,Span
sp227,Female,19,Yes,Spanish and English ,Spanish ,Both ,Both ,Yes,High school ,4,No,No,,gasolina,gasolina,3,Carro,carro,carro,noun,,,,Unique,r3_sp_4,gas,Span
sp228,Female,28,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Pre-kindergarten,1 year,No,No,,gasolina,gasolina,3,Carro,carro,carro,noun,,,,Unique,r3_sp_4,gas,Span
sp229,Female,25,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,,gasolina,gasolina,3,Feo,feo,feo,adjective,,,,Unique,r3_sp_4,gas,Span
sp230,Female,20,Yes,Spanish and english,Spanish and English ,English,English,No,,,Yes,Yes,"America, I currently live here ",gasolina,gasolina,3,,NA,NA,NA,NA,NA,NA,Unique,r3_sp_4,gas,Span
sp231,Male,20,Yes,English and Spanish,Spanish,Spanish,Spanish,No,,,No,Yes,I live here,gasolina,gasolina,3,Ascete,ascete,ascete,unclear,,,??,Unique,r3_sp_4,gas,Span
sp232,Female,18,Yes,Spanish and English,Spanish and English,Spanish,Spanish and English,Yes,Elementary through High School,10,Yes,No,,gasolina,gasolina,3,dinero,dinero,dinero,noun,,,,Unique,r3_sp_4,gas,Span
sp233,Male,24,Yes,"English, Spanish",Spanish,English,English,Yes,Elementary,19 years,Yes,Yes,24 years,gasolina,gasolina,3,diesel,diesel,diesel,noun,,,,Unique,r3_sp_4,gas,Span
sp234,Female,18,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"US, 18 years",gasolina,gasolina,3,camion,camion,camioon,noun,,,,Unique,r3_sp_4,gas,Span
sp235,Female,25,Yes,English and Spanish ,Spanish,Spanish,English and Spanish ,Yes,Elementary school,4 years ,Yes,Yes,U.S. I was born there ,gasolina,gasolina,3,Gasto,gasto,gasto,noun,,,,Unique,r3_sp_4,gas,Span
sp236,Female,28,Yes,"English, Spanish ",Spanish ,"Spanish, English ",English ,Yes,Elementary school ,2,Yes,Yes,Scotland for four months ,gasolina,gasolina,3,Viaje ,viaje,viaje,noun,,,,Unique,r3_sp_4,gas,Span
sp237,Male,33,Yes,"english, spanish",spanish,english,english,Yes,"high school, college",2,Yes,Yes,The United Kingdom,gasolina,gasolina,3,peligro,peligro,peligro,noun,,,,Unique,r3_sp_4,gas,Span
sp238,Female,20,Yes,English and Spanish,Spanish,Spanish and English,Spanish and English,Yes,high school and college,all of high school and two semesters in college,Yes,No,,gasolina,gasolina,3,autobus,autobus,autobuus,noun,,,,Unique,r3_sp_4,gas,Span
sp239,Male,22,Yes,"Spanish, English, Japanese",Spanish,Spanish,Spanish,No,,,No,Yes,"United States, 5 years",gasolina,gasolina,3,camioneta,camioneta,camioneta,noun,,,,Unique,r3_sp_4,gas,Span
sp240,Male,20,Yes,English and Spanish,spanish,spanish,spanish and english,Yes,"school grades 1-12, college",13,No,No,,gasolina,gasolina,3,aceite,aceite,aceite,noun,,,,Unique,r3_sp_4,gas,Span
sp241,Female,31,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,K-12 and freshman year of college,14,Yes,No,,gasolina,gasolina,3,calle,calle,calle,noun,,,,Unique,r3_sp_4,gas,Span
sp242,Female,25,Yes,Spanish and English ,Spanish ,Spanish and English ,Spanish and English ,Yes,Elementary-college,4,No,No,,gasolina,gasolina,3,Canción ,cancion,cancioon,noun,,,,Unique,r3_sp_4,gas,Span
sp243,Male,22,Yes,"Spanish, English",Spanish,"Spanish, English","Spanish, English",Yes,Elementary school through high school,12 years,No,No,,gasolina,gasolina,3,petroleo,petroleo,petroleo,noun,,,,Unique,r3_sp_4,gas,Span
sp244,Male,26,Yes,English and Spanish,2,2,2,No,,,Yes,No,,gasolina,gasolina,3,rapido,rapido,raapido,adjective,,,,Unique,r3_sp_4,gas,Span
sp245,Female,19,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,Yes,No,,gasolina,gasolina,3,gasolinera,gasolinera,gasolinera,noun,,,,Unique,r3_sp_4,gas,Span
sp246,Female,21,Yes,"english, spanish",spanish,"english, spanish ","english, spanish",Yes,"high school college-level classes, actual college classes ",around 6,Yes,No,,gasolina,gasolina,3,daddy yankee,daddy_yankee,daddy yankee,noun,,,,Unique,r3_sp_4,gas,Span
sp247,Female,19,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,Highschool,4,Yes,No,,gasolina,gasolina,3,costoso,costoso,costoso,adjective,,,,Unique,r3_sp_4,gas,Span
sp248,Male,19,Yes,spanish and english,spanish,spanish,spanish,Yes,every year of school,15 years,Yes,No,,gasolina,gasolina,3,incendio,incendio,incendio,noun,,,,Unique,r3_sp_4,gas,Span
sp249,Female,27,Yes,Spanish and English,Spanish,English,English,No,,,No,No,,gasolina,gasolina,3,combustible,combustible,combustible,noun,,,,Unique,r3_sp_4,gas,Span
sp200,Male,24,Yes,"English, Spanish",spanish,spnaish,spanish,No,,,Yes,No,,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp201,Female,22,Yes,English and Spanish,Spanish,Spanish,English,Yes,Preschool,10,Yes,Yes,England for a month,familia,familia,1,hija,hija,hija,noun,,,,Unique,r3_sp_5,family,Span
sp202,Female,29,Yes,"english, spanish",spanish,english,english,No,,,Yes,No,,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp203,Male,18,Yes,"spanish, english",Spanish,"Spanish, English","Spanish, English",No,,,Yes,No,,familia,familia,1,nino,nino,ninno,noun,,,,Unique,r3_sp_5,family,Span
sp204,Male,31,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,Elementary and High School,4,Yes,Yes,"United States, 31 years",familia,familia,1,amor,amor,amor,noun,,,,Unique,r3_sp_5,family,Span
sp205,Male,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Kindergarten,12,No,No,,familia,familia,1,Mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp206,Female,26,Yes,"spanish, english",spanish,english/ spanish,english,No,,,Yes,No,,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp207,Male,22,Yes,"Spanish, English",Spanish ,Spanish,Spanish ,Yes,High School,4,Yes,Yes,"United States, 8 years",familia,familia,1,Padres,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp208,Male,27,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",Yes,"Elementary, Middle school, high school, college",16,No,No,,familia,familia,1,Mamá,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp209,Female,31,Yes,"Spanish, English, Protuguese",Spanish/Portuguese,English,,Yes,High school,4 years,No,Yes,Lived in Mexico in Portugal for 6 years each,familia,familia,1,casa,casa,casa,noun,,,,Unique,r3_sp_5,family,Span
sp210,Male,20,Yes,English Spanish,Spanish,Spanish/English,Spanish/English,Yes,Since elementary,15 years,No,No,,familia,familia,1,hermano,hermano,hermano,noun,,,,Unique,r3_sp_5,family,Span
sp212,Male,28,Yes,"English, Spanish",Spanish and English,Spanish and English,Spanish and English,Yes,Since Kindergarten all the way to College.,20 years,Yes,No,,familia,familia,1,amor,amor,amor,noun,,,,Unique,r3_sp_5,family,Span
sp213,Male,21,Yes,English and Spanish,Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"USA, I live here",familia,familia,1,grupo,grupo,grupo,noun,,,,Unique,r3_sp_5,family,Span
sp214,Male,32,Yes,Spanish & English,Spanish,Spanish,Spanish,Yes,Highschool and College,5,No,No,,familia,familia,1,padres,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp215,Female,26,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,No,,,Yes,Yes,Canada for 8 days,familia,familia,1,Hermano,hermano,hermano,noun,,,,Unique,r3_sp_5,family,Span
sp216,Female,28,Yes,"Spanish, english, guarani ",Spanish & Guarani,"Spanish, guarani & english","Spanish, guarani & english",Yes,Elementary school,1 year,Yes,No,,familia,familia,1,Mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp217,Female,27,Yes,"English, Spanish",English/Spanish,English/Spanish,English/Spanish,No,,,Yes,No,,familia,familia,1,Respeto,respeto,respeto,noun,,,,Unique,r3_sp_5,family,Span
sp218,Male,20,Yes,English and Spanish,Spanish,spanish/english ,spanish/english,No,,,No,No,,familia,familia,1,amor,amor,amor,noun,,,,Unique,r3_sp_5,family,Span
sp219,Male,21,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,High School,For the duration of elementary to high school.,Yes,No,,familia,familia,1,complicado,complicado,complicado,adjective,,,,Unique,r3_sp_5,family,Span
sp220,Male,26,Yes,spanish and english,spanish,spanish/english,spanish,No,,,Yes,No,,familia,familia,1,hermanos,hermano,hermano,noun,,,,Unique,r3_sp_5,family,Span
sp221,Female,20,Yes,"Spanish, English, Japanese, Korean, Chinese",Spanish,Spanish,"Spanish, English",Yes,high school and college,7 years,No,Yes,United states for 3 years,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp222,Female,22,Yes,"English, Spanish",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, middle school, high school, college",17 years,Yes,Yes,"U.S.A, 17 years",familia,familia,1,grande,grande,grande,adjective,,,,Unique,r3_sp_5,family,Span
sp223,Male,28,Yes,"english, spanish",2,2,2,No,,,Yes,No,,familia,familia,1,hermana,hermana,hermana,noun,,,,Unique,r3_sp_5,family,Span
sp224,Female,19,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,familia,familia,1,madre,madre,madre,noun,,,,Unique,r3_sp_5,family,Span
sp225,Male,22,Yes,English and Spanish ,Spanish ,Spanish and English ,Spanish and English ,Yes,All through school,13,Yes,Yes,I live in America and have travelled from La to Missouri ,familia,familia,1,Bonita,bonito,bonito,adjective,,,,Unique,r3_sp_5,family,Span
sp226,Female,22,Yes,"English, Spanish",Spanish,"English,Spanish","English, Spanish",Yes,High School,4,No,No,,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp227,Female,19,Yes,Spanish and English ,Spanish ,Both ,Both ,Yes,High school ,4,No,No,,familia,familia,1,Juntos,juntos,juntos,adjective,,,,Unique,r3_sp_5,family,Span
sp228,Female,28,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Pre-kindergarten,1 year,No,No,,familia,familia,1,Comida,comida,comida,noun,,,,Unique,r3_sp_5,family,Span
sp229,Female,25,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,,familia,familia,1,Mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp230,Female,20,Yes,Spanish and english,Spanish and English ,English,English,No,,,Yes,Yes,"America, I currently live here ",familia,familia,1,Menaje,menaje,menaje,noun,,,"can mean furniture, tableware, household items",Unique,r3_sp_5,family,Span
sp231,Male,20,Yes,English and Spanish,Spanish,Spanish,Spanish,No,,,No,Yes,I live here,familia,familia,1,Sangre,sangre,sangre,noun,,,,Unique,r3_sp_5,family,Span
sp232,Female,18,Yes,Spanish and English,Spanish and English,Spanish,Spanish and English,Yes,Elementary through High School,10,Yes,No,,familia,familia,1,unida,unido,unido,adjective,,,,Unique,r3_sp_5,family,Span
sp233,Male,24,Yes,"English, Spanish",Spanish,English,English,Yes,Elementary,19 years,Yes,Yes,24 years,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp234,Female,18,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"US, 18 years",familia,familia,1,grande,grande,grande,adjective,,,,Unique,r3_sp_5,family,Span
sp235,Female,25,Yes,English and Spanish ,Spanish,Spanish,English and Spanish ,Yes,Elementary school,4 years ,Yes,Yes,U.S. I was born there ,familia,familia,1,Comida,comida,comida,noun,,,,Unique,r3_sp_5,family,Span
sp236,Female,28,Yes,"English, Spanish ",Spanish ,"Spanish, English ",English ,Yes,Elementary school ,2,Yes,Yes,Scotland for four months ,familia,familia,1,Niños,nino,ninno,noun,,,,Unique,r3_sp_5,family,Span
sp237,Male,33,Yes,"english, spanish",spanish,english,english,Yes,"high school, college",2,Yes,Yes,The United Kingdom,familia,familia,1,madre,madre,madre,noun,,,,Unique,r3_sp_5,family,Span
sp238,Female,20,Yes,English and Spanish,Spanish,Spanish and English,Spanish and English,Yes,high school and college,all of high school and two semesters in college,Yes,No,,familia,familia,1,amor,amor,amor,noun,,,,Unique,r3_sp_5,family,Span
sp239,Male,22,Yes,"Spanish, English, Japanese",Spanish,Spanish,Spanish,No,,,No,Yes,"United States, 5 years",familia,familia,1,importante,importante,importante,adjective,,,,Unique,r3_sp_5,family,Span
sp240,Male,20,Yes,English and Spanish,spanish,spanish,spanish and english,Yes,"school grades 1-12, college",13,No,No,,familia,familia,1,hermanos,hermano,hermano,noun,,,,Unique,r3_sp_5,family,Span
sp241,Female,31,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,K-12 and freshman year of college,14,Yes,No,,familia,familia,1,casa,casa,casa,noun,,,,Unique,r3_sp_5,family,Span
sp242,Female,25,Yes,Spanish and English ,Spanish ,Spanish and English ,Spanish and English ,Yes,Elementary-college,4,No,No,,familia,familia,1,Amor,amor,amor,noun,,,,Unique,r3_sp_5,family,Span
sp243,Male,22,Yes,"Spanish, English",Spanish,"Spanish, English","Spanish, English",Yes,Elementary school through high school,12 years,No,No,,familia,familia,1,Madre,madre,madre,noun,,,,Unique,r3_sp_5,family,Span
sp244,Male,26,Yes,English and Spanish,2,2,2,No,,,Yes,No,,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp245,Female,19,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,Yes,No,,familia,familia,1,mamá,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp246,Female,21,Yes,"english, spanish",spanish,"english, spanish ","english, spanish",Yes,"high school college-level classes, actual college classes ",around 6,Yes,No,,familia,familia,1,juntos,juntos,juntos,adjective,,,,Unique,r3_sp_5,family,Span
sp247,Female,19,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,Highschool,4,Yes,No,,familia,familia,1,padres,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp248,Male,19,Yes,spanish and english,spanish,spanish,spanish,Yes,every year of school,15 years,Yes,No,,familia,familia,1,hijo,hijo,hijo,noun,,,,Unique,r3_sp_5,family,Span
sp249,Female,27,Yes,Spanish and English,Spanish,English,English,No,,,No,No,,familia,familia,1,mama,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp200,Male,24,Yes,"English, Spanish",spanish,spnaish,spanish,No,,,Yes,No,,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp201,Female,22,Yes,English and Spanish,Spanish,Spanish,English,Yes,Preschool,10,Yes,Yes,England for a month,familia,familia,2,hijo,hijo,hijo,noun,,,,Unique,r3_sp_5,family,Span
sp202,Female,29,Yes,"english, spanish",spanish,english,english,No,,,Yes,No,,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp203,Male,18,Yes,"spanish, english",Spanish,"Spanish, English","Spanish, English",No,,,Yes,No,,familia,familia,2,mamá,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp204,Male,31,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,Elementary and High School,4,Yes,Yes,"United States, 31 years",familia,familia,2,verdad,verdad,verdad,noun,,,,Unique,r3_sp_5,family,Span
sp205,Male,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Kindergarten,12,No,No,,familia,familia,2,Papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp206,Female,26,Yes,"spanish, english",spanish,english/ spanish,english,No,,,Yes,No,,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp207,Male,22,Yes,"Spanish, English",Spanish ,Spanish,Spanish ,Yes,High School,4,Yes,Yes,"United States, 8 years",familia,familia,2,Hijos,hijo,hijo,noun,,,,Unique,r3_sp_5,family,Span
sp208,Male,27,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",Yes,"Elementary, Middle school, high school, college",16,No,No,,familia,familia,2,Papá,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp209,Female,31,Yes,"Spanish, English, Protuguese",Spanish/Portuguese,English,,Yes,High school,4 years,No,Yes,Lived in Mexico in Portugal for 6 years each,familia,familia,2,parentela,parentela,parentela,noun,,,,Unique,r3_sp_5,family,Span
sp210,Male,20,Yes,English Spanish,Spanish,Spanish/English,Spanish/English,Yes,Since elementary,15 years,No,No,,familia,familia,2,mamá,mama,mamaa,noun,,,,Unique,r3_sp_5,family,Span
sp212,Male,28,Yes,"English, Spanish",Spanish and English,Spanish and English,Spanish and English,Yes,Since Kindergarten all the way to College.,20 years,Yes,No,,familia,familia,2,abraso,abrazo,abrazo,noun,,,,Unique,r3_sp_5,family,Span
sp213,Male,21,Yes,English and Spanish,Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"USA, I live here",familia,familia,2,familiares,familiar,familiar,noun,,,,Unique,r3_sp_5,family,Span
sp214,Male,32,Yes,Spanish & English,Spanish,Spanish,Spanish,Yes,Highschool and College,5,No,No,,familia,familia,2,hijos,hijo,hijo,noun,,,,Unique,r3_sp_5,family,Span
sp215,Female,26,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,No,,,Yes,Yes,Canada for 8 days,familia,familia,2,Navidad,navidad,navidad,noun,,,,Unique,r3_sp_5,family,Span
sp216,Female,28,Yes,"Spanish, english, guarani ",Spanish & Guarani,"Spanish, guarani & english","Spanish, guarani & english",Yes,Elementary school,1 year,Yes,No,,familia,familia,2,Papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp217,Female,27,Yes,"English, Spanish",English/Spanish,English/Spanish,English/Spanish,No,,,Yes,No,,familia,familia,2,relacionadas,relacionado,relacionado,adjective,,,,Unique,r3_sp_5,family,Span
sp218,Male,20,Yes,English and Spanish,Spanish,spanish/english ,spanish/english,No,,,No,No,,familia,familia,2,paz,paz,paz,noun,,,,Unique,r3_sp_5,family,Span
sp219,Male,21,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,High School,For the duration of elementary to high school.,Yes,No,,familia,familia,2,variada,variado,variado,adjective,,,,Unique,r3_sp_5,family,Span
sp220,Male,26,Yes,spanish and english,spanish,spanish/english,spanish,No,,,Yes,No,,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp221,Female,20,Yes,"Spanish, English, Japanese, Korean, Chinese",Spanish,Spanish,"Spanish, English",Yes,high school and college,7 years,No,Yes,United states for 3 years,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp222,Female,22,Yes,"English, Spanish",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, middle school, high school, college",17 years,Yes,Yes,"U.S.A, 17 years",familia,familia,2,unidos,unido,unido,adjective,,,,Unique,r3_sp_5,family,Span
sp223,Male,28,Yes,"english, spanish",2,2,2,No,,,Yes,No,,familia,familia,2,madre,madre,madre,noun,,,,Unique,r3_sp_5,family,Span
sp224,Female,19,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,familia,familia,2,padre,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp225,Male,22,Yes,English and Spanish ,Spanish ,Spanish and English ,Spanish and English ,Yes,All through school,13,Yes,Yes,I live in America and have travelled from La to Missouri ,familia,familia,2,Grande,grande,grande,adjective,,,,Unique,r3_sp_5,family,Span
sp226,Female,22,Yes,"English, Spanish",Spanish,"English,Spanish","English, Spanish",Yes,High School,4,No,No,,familia,familia,2,perro,perro,perro,noun,,,,Unique,r3_sp_5,family,Span
sp227,Female,19,Yes,Spanish and English ,Spanish ,Both ,Both ,Yes,High school ,4,No,No,,familia,familia,2,Confiar ,confiar,confiar,verb,,,,Unique,r3_sp_5,family,Span
sp228,Female,28,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Pre-kindergarten,1 year,No,No,,familia,familia,2,Asado,asado,asado,noun,,,,Unique,r3_sp_5,family,Span
sp229,Female,25,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,,familia,familia,2,Papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp230,Female,20,Yes,Spanish and english,Spanish and English ,English,English,No,,,Yes,Yes,"America, I currently live here ",familia,familia,2,Casa,casa,casa,noun,,,,Unique,r3_sp_5,family,Span
sp231,Male,20,Yes,English and Spanish,Spanish,Spanish,Spanish,No,,,No,Yes,I live here,familia,familia,2,Padre,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp232,Female,18,Yes,Spanish and English,Spanish and English,Spanish,Spanish and English,Yes,Elementary through High School,10,Yes,No,,familia,familia,2,cuidado,cuidado,cuidado,noun,,,,Unique,r3_sp_5,family,Span
sp233,Male,24,Yes,"English, Spanish",Spanish,English,English,Yes,Elementary,19 years,Yes,Yes,24 years,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp234,Female,18,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"US, 18 years",familia,familia,2,chica,chica,chica,noun,,,,Unique,r3_sp_5,family,Span
sp235,Female,25,Yes,English and Spanish ,Spanish,Spanish,English and Spanish ,Yes,Elementary school,4 years ,Yes,Yes,U.S. I was born there ,familia,familia,2,Felizidad,felicidad,felicidad,noun,,,,Unique,r3_sp_5,family,Span
sp236,Female,28,Yes,"English, Spanish ",Spanish ,"Spanish, English ",English ,Yes,Elementary school ,2,Yes,Yes,Scotland for four months ,familia,familia,2,Padres,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp237,Male,33,Yes,"english, spanish",spanish,english,english,Yes,"high school, college",2,Yes,Yes,The United Kingdom,familia,familia,2,abuela,abuela,abuela,noun,,,,Unique,r3_sp_5,family,Span
sp238,Female,20,Yes,English and Spanish,Spanish,Spanish and English,Spanish and English,Yes,high school and college,all of high school and two semesters in college,Yes,No,,familia,familia,2,papa,papa,papaa,noun,,,,Unique,r3_sp_5,family,Span
sp239,Male,22,Yes,"Spanish, English, Japanese",Spanish,Spanish,Spanish,No,,,No,Yes,"United States, 5 years",familia,familia,2,grande,grande,grande,adjective,,,,Unique,r3_sp_5,family,Span
sp240,Male,20,Yes,English and Spanish,spanish,spanish,spanish and english,Yes,"school grades 1-12, college",13,No,No,,familia,familia,2,immediata,inmediato,inmediato,adjective,,,,Unique,r3_sp_5,family,Span
sp241,Female,31,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,K-12 and freshman year of college,14,Yes,No,,familia,familia,2,patio,patio,patio,noun,,,,Unique,r3_sp_5,family,Span
sp242,Female,25,Yes,Spanish and English ,Spanish ,Spanish and English ,Spanish and English ,Yes,Elementary-college,4,No,No,,familia,familia,2,Salud,salud,salud,noun,,,,Unique,r3_sp_5,family,Span
sp243,Male,22,Yes,"Spanish, English",Spanish,"Spanish, English","Spanish, English",Yes,Elementary school through high school,12 years,No,No,,familia,familia,2,Padre,padre,padre,noun,,,,Unique,r3_sp_5,family,Span
sp244,Male,26,Yes,English and Spanish,2,2,2,No,,,Yes,No,,familia,familia,2,hijo,hijo,hijo,noun,,,,Unique,r3_sp_5,family,Span
